维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
6D,整库_w=4,4,合面积,23,0.4026,0.0072,0.0023,4705.5647,23星_Ridge_CV-R2_0.4026_OOT-SMOOTH-R2_0.0072_OOT-RAW-R2_0.0023_Params_alpha_4705.5647.png
3D_V,整库_w=4,4,合面积,29,0.4049,0.007,0.0023,2447.1917,29星_Ridge_CV-R2_0.4049_OOT-SMOOTH-R2_0.0070_OOT-RAW-R2_0.0023_Params_alpha_2447.1917.png
6D,整库_w=4,4,合面积,19,0.4154,0.0058,0.0012,3576.741,19星_Ridge_CV-R2_0.4154_OOT-SMOOTH-R2_0.0058_OOT-RAW-R2_0.0012_Params_alpha_3576.7410.png
6D,整库_w=4,4,合面积,27,0.4377,0.0034,-0.0006,5484.355,27星_Ridge_CV-R2_0.4377_OOT-SMOOTH-R2_0.0034_OOT-RAW-R2_-0.0006_Params_alpha_5484.3550.png
6D,整库_w=4,4,合面积,17,0.4256,0.0024,-0.0013,3509.1805,17星_Ridge_CV-R2_0.4256_OOT-SMOOTH-R2_0.0024_OOT-RAW-R2_-0.0013_Params_alpha_3509.1805.png
6D,整库_w=4,4,合面积,26,0.4418,0.0022,-0.0015,5442.6328,26星_Ridge_CV-R2_0.4418_OOT-SMOOTH-R2_0.0022_OOT-RAW-R2_-0.0015_Params_alpha_5442.6328.png
6D,整库_w=4,4,合面积,28,0.4365,0.0009,-0.0025,5433.1238,28星_Ridge_CV-R2_0.4365_OOT-SMOOTH-R2_0.0009_OOT-RAW-R2_-0.0025_Params_alpha_5433.1238.png
6D,整库_w=4,4,合面积,16,0.4289,-0.0101,-0.0026,44.7472,16星_Ridge_CV-R2_0.4289_OOT-SMOOTH-R2_-0.0101_OOT-RAW-R2_-0.0026_Params_alpha_44.7472.png
6D,整库_w=4,4,合面积,18,0.4193,0.0002,-0.003,3458.1362,18星_Ridge_CV-R2_0.4193_OOT-SMOOTH-R2_0.0002_OOT-RAW-R2_-0.0030_Params_alpha_3458.1362.png
6D,整库_w=4,4,合面积,29,0.4347,-0.0019,-0.0047,5456.4257,29星_Ridge_CV-R2_0.4347_OOT-SMOOTH-R2_-0.0019_OOT-RAW-R2_-0.0047_Params_alpha_5456.4257.png
3D_V,整库_w=4,4,合面积,30,0.4059,-0.0037,-0.0059,2394.1384,30星_Ridge_CV-R2_0.4059_OOT-SMOOTH-R2_-0.0037_OOT-RAW-R2_-0.0059_Params_alpha_2394.1384.png
6D,整库_w=4,4,合面积,21,0.4108,-0.0076,-0.0091,4253.7901,21星_Ridge_CV-R2_0.4108_OOT-SMOOTH-R2_-0.0076_OOT-RAW-R2_-0.0091_Params_alpha_4253.7901.png
6D,整库_w=4,4,合面积,20,0.4135,-0.0104,-0.0112,4309.555,20星_Ridge_CV-R2_0.4135_OOT-SMOOTH-R2_-0.0104_OOT-RAW-R2_-0.0112_Params_alpha_4309.5550.png
6D,整库_w=4,4,合面积,30,0.4347,-0.0121,-0.0126,5328.0601,30星_Ridge_CV-R2_0.4347_OOT-SMOOTH-R2_-0.0121_OOT-RAW-R2_-0.0126_Params_alpha_5328.0601.png
6D,整库_w=4,4,合面积,25,0.4134,-0.0154,-0.0151,4185.2305,25星_Ridge_CV-R2_0.4134_OOT-SMOOTH-R2_-0.0154_OOT-RAW-R2_-0.0151_Params_alpha_4185.2305.png
6D,整库_w=4,4,合面积,24,0.4137,-0.0177,-0.0169,4128.9009,24星_Ridge_CV-R2_0.4137_OOT-SMOOTH-R2_-0.0177_OOT-RAW-R2_-0.0169_Params_alpha_4128.9009.png
6D,整库_w=4,4,合面积,15,0.4366,-0.0402,-0.0254,40.4977,15星_Ridge_CV-R2_0.4366_OOT-SMOOTH-R2_-0.0402_OOT-RAW-R2_-0.0254_Params_alpha_40.4977.png
3D,整库_w=5,5,合面积,12,0.4222,-0.0984,-0.0698,6.3857,12星_Ridge_CV-R2_0.4222_OOT-SMOOTH-R2_-0.0984_OOT-RAW-R2_-0.0698_Params_alpha_6.3857.png
6D,整库_w=5,5,合面积,12,0.4168,-0.1321,-0.0951,11.2908,12星_Ridge_CV-R2_0.4168_OOT-SMOOTH-R2_-0.1321_OOT-RAW-R2_-0.0951_Params_alpha_11.2908.png
3D_V,整库_w=5,5,合平均面积,10,0.4909,-0.2669,-0.1971,202.5404,10星_Ridge_CV-R2_0.4909_OOT-SMOOTH-R2_-0.2669_OOT-RAW-R2_-0.1971_Params_alpha_202.5404.png
3D_V,整库_w=5,5,合平均面积,12,0.4715,-0.273,-0.2017,191.6759,12星_Ridge_CV-R2_0.4715_OOT-SMOOTH-R2_-0.2730_OOT-RAW-R2_-0.2017_Params_alpha_191.6759.png
3D_V,整库_w=5,5,合平均面积,13,0.4719,-0.2787,-0.2061,195.862,13星_Ridge_CV-R2_0.4719_OOT-SMOOTH-R2_-0.2787_OOT-RAW-R2_-0.2061_Params_alpha_195.8620.png
3D_V,整库_w=5,5,合平均面积,11,0.467,-0.2797,-0.2068,199.6639,11星_Ridge_CV-R2_0.4670_OOT-SMOOTH-R2_-0.2797_OOT-RAW-R2_-0.2068_Params_alpha_199.6639.png
3D_V,整库_w=5,5,合平均面积,14,0.4704,-0.2816,-0.2083,195.7223,14星_Ridge_CV-R2_0.4704_OOT-SMOOTH-R2_-0.2816_OOT-RAW-R2_-0.2083_Params_alpha_195.7223.png
6D,整库_w=5,5,合面积,13,0.426,-0.3293,-0.2465,16.3389,13星_Ridge_CV-R2_0.4260_OOT-SMOOTH-R2_-0.3293_OOT-RAW-R2_-0.2465_Params_alpha_16.3389.png
6D,整库_w=5,5,合面积,14,0.4004,-0.3807,-0.2846,14.9727,14星_Ridge_CV-R2_0.4004_OOT-SMOOTH-R2_-0.3807_OOT-RAW-R2_-0.2846_Params_alpha_14.9727.png
3D,整库_w=5,5,合面积,13,0.4366,-0.4266,-0.3215,8.7165,13星_Ridge_CV-R2_0.4366_OOT-SMOOTH-R2_-0.4266_OOT-RAW-R2_-0.3215_Params_alpha_8.7165.png
3D,整库_w=5,5,合平均面积,10,0.4451,-0.4928,-0.3691,96.2945,10星_Ridge_CV-R2_0.4451_OOT-SMOOTH-R2_-0.4928_OOT-RAW-R2_-0.3691_Params_alpha_96.2945.png
3D,整库_w=5,5,合平均面积,12,0.4294,-0.5083,-0.3807,139.4439,12星_Ridge_CV-R2_0.4294_OOT-SMOOTH-R2_-0.5083_OOT-RAW-R2_-0.3807_Params_alpha_139.4439.png
3D,整库_w=5,5,合平均面积,13,0.4318,-0.5102,-0.3821,134.2637,13星_Ridge_CV-R2_0.4318_OOT-SMOOTH-R2_-0.5102_OOT-RAW-R2_-0.3821_Params_alpha_134.2637.png
3D,整库_w=5,5,合平均面积,11,0.43,-0.5124,-0.3838,140.0507,11星_Ridge_CV-R2_0.4300_OOT-SMOOTH-R2_-0.5124_OOT-RAW-R2_-0.3838_Params_alpha_140.0507.png
3D,整库_w=5,5,合平均面积,14,0.4297,-0.5129,-0.3842,134.5092,14星_Ridge_CV-R2_0.4297_OOT-SMOOTH-R2_-0.5129_OOT-RAW-R2_-0.3842_Params_alpha_134.5092.png
3D,整库_w=5,5,合面积,14,0.429,-0.582,-0.4397,5.4479,14星_Ridge_CV-R2_0.4290_OOT-SMOOTH-R2_-0.5820_OOT-RAW-R2_-0.4397_Params_alpha_5.4479.png
3D,整库_w=5,5,合面积,16,0.4067,-0.661,-0.4997,6.1773,16星_Ridge_CV-R2_0.4067_OOT-SMOOTH-R2_-0.6610_OOT-RAW-R2_-0.4997_Params_alpha_6.1773.png
6D,整库_w=4,4,合数,9,0.4187,-0.6447,-0.5044,2449.5937,9星_Ridge_CV-R2_0.4187_OOT-SMOOTH-R2_-0.6447_OOT-RAW-R2_-0.5044_Params_alpha_2449.5937.png
3D,整库_w=5,5,合面积,15,0.4078,-0.6698,-0.5063,6.0059,15星_Ridge_CV-R2_0.4078_OOT-SMOOTH-R2_-0.6698_OOT-RAW-R2_-0.5063_Params_alpha_6.0059.png
6D,整库_w=4,4,合数,10,0.4143,-0.6554,-0.5127,2441.3148,10星_Ridge_CV-R2_0.4143_OOT-SMOOTH-R2_-0.6554_OOT-RAW-R2_-0.5127_Params_alpha_2441.3148.png
6D,整库_w=4,4,合数,12,0.4261,-0.8696,-0.6782,2513.7845,12星_Ridge_CV-R2_0.4261_OOT-SMOOTH-R2_-0.8696_OOT-RAW-R2_-0.6782_Params_alpha_2513.7845.png
6D,整库_w=4,4,合数,13,0.4098,-0.9132,-0.7119,2461.9508,13星_Ridge_CV-R2_0.4098_OOT-SMOOTH-R2_-0.9132_OOT-RAW-R2_-0.7119_Params_alpha_2461.9508.png
6D,整库_w=4,4,合数,14,0.4114,-0.9635,-0.7507,2423.6473,14星_Ridge_CV-R2_0.4114_OOT-SMOOTH-R2_-0.9635_OOT-RAW-R2_-0.7507_Params_alpha_2423.6473.png
6D,整库_w=4,4,合数,11,0.4255,-0.9835,-0.7662,2470.9893,11星_Ridge_CV-R2_0.4255_OOT-SMOOTH-R2_-0.9835_OOT-RAW-R2_-0.7662_Params_alpha_2470.9893.png
