SC,Start,End,N_Records,Planet,Window,Type,k_obs,k_exp,Ratio,p_val,Z_score
SC19,1954-04,1964-09,73,Neptune,2,Opposition,0,0.83,0.0,0.7363,-1.11
SC19,1954-04,1964-09,73,Mercury,3,Conjunction,0,1.2,0.0,0.5175,-1.21
SC19,1954-04,1964-09,73,Mercury,3,Opposition,0,1.25,0.0,0.7395,-1.02
SC19,1954-04,1964-09,73,Venus,3,Conjunction,1,1.19,83.92,1.0,-0.18
SC19,1954-04,1964-09,73,Venus,3,Opposition,2,1.23,162.52,0.7798,0.74
SC19,1954-04,1964-09,73,Mars,3,Conjunction,1,1.18,84.52,1.0,-0.17
SC19,1954-04,1964-09,73,Mars,3,Opposition,3,1.25,239.5,0.2587,1.76
SC19,1954-04,1964-09,73,Jupiter,3,Conjunction,1,1.18,84.47,1.0,-0.18
SC19,1954-04,1964-09,73,Jupiter,3,Opposition,3,1.26,238.36,0.2531,1.59
SC19,1954-04,1964-09,73,Saturn,3,Conjunction,0,1.18,0.0,0.5415,-1.18
SC19,1954-04,1964-09,73,Saturn,3,Opposition,2,1.19,167.39,0.6815,0.83
SC19,1954-04,1964-09,73,Uranus,3,Conjunction,0,1.22,0.0,0.3795,-1.41
SC19,1954-04,1964-09,73,Uranus,3,Opposition,0,1.2,0.0,0.4059,-1.37
SC19,1954-04,1964-09,73,Neptune,3,Conjunction,1,1.31,76.2,1.0,-0.37
SC19,1954-04,1964-09,73,Neptune,3,Opposition,1,1.26,79.38,1.0,-0.31
SC19,1954-04,1964-09,73,Mercury,4,Conjunction,0,1.6,0.0,0.3503,-1.39
SC19,1954-04,1964-09,73,Mercury,4,Opposition,0,1.67,0.0,0.6131,-1.1
SC19,1954-04,1964-09,73,Venus,4,Conjunction,1,1.63,61.44,0.9394,-0.53
SC19,1954-04,1964-09,73,Venus,4,Opposition,3,1.61,186.29,0.4099,1.18
SC19,1954-04,1964-09,73,Mars,4,Conjunction,1,1.6,62.59,1.0,-0.48
SC19,1954-04,1964-09,73,Mars,4,Opposition,4,1.67,239.58,0.088,2.15
SC19,1954-04,1964-09,73,Jupiter,4,Conjunction,1,1.62,61.86,1.0,-0.53
SC19,1954-04,1964-09,73,Jupiter,4,Opposition,3,1.63,184.41,0.4135,1.12
SC19,1954-04,1964-09,73,Saturn,4,Conjunction,0,1.61,0.0,0.3147,-1.4
SC19,1954-04,1964-09,73,Saturn,4,Opposition,2,1.62,123.7,0.9154,0.33
SC19,1954-04,1964-09,73,Uranus,4,Conjunction,0,1.65,0.0,0.2116,-1.6
SC19,1954-04,1964-09,73,Uranus,4,Opposition,0,1.59,0.0,0.2292,-1.59
SC19,1954-04,1964-09,73,Neptune,4,Conjunction,1,1.77,56.55,0.8142,-0.79
SC19,1954-04,1964-09,73,Neptune,4,Opposition,1,1.64,60.82,0.9318,-0.67
SC19,1954-04,1964-09,73,Mercury,5,Conjunction,1,1.98,50.52,0.8014,-0.74
SC19,1954-04,1964-09,73,Mercury,5,Opposition,1,2.04,49.01,0.9154,-0.58
SC19,1954-04,1964-09,73,Venus,5,Conjunction,1,2.01,49.64,0.7287,-0.76
SC19,1954-04,1964-09,73,Venus,5,Opposition,3,2.02,148.38,0.7183,0.74
SC19,1954-04,1964-09,73,Mars,5,Conjunction,2,2.02,99.07,1.0,-0.01
SC19,1954-04,1964-09,73,Mars,5,Opposition,4,2.07,193.42,0.2627,1.62
SC19,1954-04,1964-09,73,Jupiter,5,Conjunction,3,2.01,149.54,0.5603,0.79
SC19,1954-04,1964-09,73,Jupiter,5,Opposition,4,2.04,196.35,0.2795,1.47
SC19,1954-04,1964-09,73,Saturn,5,Conjunction,0,2.01,0.0,0.14,-1.6
